,book,rating,title
3875,/book/show/18815263-dangerous-passage,3.98,Dangerous Passage
3876,/book/show/18815501-text,4.12,Text
3877,/book/show/18815510-the-juggernaut-method-2-0,3.84,The Juggernaut Method 2 0
3878,/book/show/18815717-bad-doctor,3.82,Bad Doctor
3879,/book/show/18816406-kiva-the-stone-nation,5.0,Kiva The Stone Nation
3880,/book/show/18816603-leaving-time,3.96,Leaving Time
3881,/book/show/18817337-the-north-and-south-trilogy,4.47,The North And South Trilogy
3882,/book/show/18818071-the-recruit,4.23,The Recruit
3883,/book/show/18819167-mystery-man,4.24,Mystery Man
3884,/book/show/18819679-words,4.33,Words
3885,/book/show/18824486-fox-s-book-of-martyrs-or-a-history-of-the-lives-sufferings-and-triumph,4.26,Fox S Book Of Martyrs Or A History Of The Lives Sufferings And Triumph
3886,/book/show/18829666-black-iris,3.75,Black Iris
3887,/book/show/18831214-travel-resolutions,3.44,Travel Resolutions
3888,/book/show/18833604-fatal-justice,4.36,Fatal Justice
3889,/book/show/18840357-diary-of-a-queen,4.33,Diary Of A Queen
3890,/book/show/18841055-stoner,4.29,Stoner
3891,/book/show/18841243-the-menagerie,3.88,The Menagerie
3892,/book/show/18841264-switch,3.86,Switch
3893,/book/show/18841307-the-ripple-trilogy,3.86,The Ripple Trilogy
3894,/book/show/18841462-mistletoe-in-manhattan,3.6,Mistletoe In Manhattan
3895,/book/show/18842013-origins,4.04,Origins
3896,/book/show/18844482-sycamore-row,4.0,Sycamore Row
3897,/book/show/18844839-the-deep-end-of-the-sea,3.87,The Deep End Of The Sea
3898,/book/show/18848084-the-red-badge-of-courage,3.22,The Red Badge Of Courage
3899,/book/show/18848582-the-creature-from-jekyll-island,4.28,The Creature From Jekyll Island
3900,/book/show/18848728-the-woodlanders,3.85,The Woodlanders
3901,/book/show/18849157-think-smarter-in-a-digitally-enabled-world,4.5,Think Smarter In A Digitally Enabled World
3902,/book/show/18850607-the-best-yes,4.14,The Best Yes
3903,/book/show/18850627-dreamtreaders,3.9,Dreamtreaders
3904,/book/show/18854170-swept-away,4.06,Swept Away
3905,/book/show/18856611-the-power-of-the-pussy---how-to-get-what-you-want-from-men,3.745,The Power Of The Pussy   How To Get What You Want From Men
3906,/book/show/18856911-the-jerusalem-puzzle,3.74,The Jerusalem Puzzle
3907,/book/show/18857391-heat,3.89,Heat
3908,/book/show/18857540-wishes-fulfilled,4.27,Wishes Fulfilled
3909,/book/show/18858081-hard-land-to-rule,4.23,Hard Land To Rule
3910,/book/show/18858489-spilled-milk,4.205,Spilled Milk
3911,/book/show/18860584-the-island-decides,3.8,The Island Decides
3912,/book/show/18865848-the-tearings,4.38,The Tearings
3913,/book/show/18866242-synthetic-illusions,4.83,Synthetic Illusions
3914,/book/show/18866407-the-blood-of-gods,4.22,The Blood Of Gods
3915,/book/show/18866743-destined-for-doon,4.18,Destined For Doon
3916,/book/show/18867375-the-last-threshold,4.2,The Last Threshold
3917,/book/show/18868846-robert-b-parker-s-wonderland,3.98,Robert B Parker S Wonderland
3918,/book/show/18869288-in-search-of-lost-time-volumes-1-to-7,4.34,In Search Of Lost Time Volumes 1 To 7
3919,/book/show/18869634-searching4mrright-com,4.27,Searching4Mrright Com
3920,/book/show/18869970-my-cousin-rachel,3.95,My Cousin Rachel
3921,/book/show/18871356-ss-general,4.0,Ss General
3922,/book/show/18872049-a-bright-red-ribbon,3.83,A Bright Red Ribbon
3923,/book/show/18872437-the-millionaire-fastlane,4.37,The Millionaire Fastlane
3924,/book/show/18873041-carrie,3.94,Carrie
3925,/book/show/18874698-winters-heat,4.02,Winters Heat
3926,/book/show/18875031-tina,3.43,Tina
3927,/book/show/18875109-gaining-ground,4.33,Gaining Ground
3928,/book/show/18875499-bitten,4.05,Bitten
3929,/book/show/18878177-a-new-history-of-western-philosophy,4.295,A New History Of Western Philosophy
3930,/book/show/18881132-the-total-money-makeover,4.29,The Total Money Makeover
3931,/book/show/18881348-android,3.51,Android
3932,/book/show/18881367-fatal-jeopardy,4.51,Fatal Jeopardy
3933,/book/show/18881519-the-mysterious-stranger,4.14,The Mysterious Stranger
3934,/book/show/18882072-the-barkeep,3.54,The Barkeep
3935,/book/show/18882267-the-elements-of-style,4.2,The Elements Of Style
3936,/book/show/18883827-getting-to-yes,3.9,Getting To Yes
3937,/book/show/18884761-a-girl-called-malice,4.4,A Girl Called Malice
3938,/book/show/18885195-the-story-of-philosophy,4.11,The Story Of Philosophy
3939,/book/show/18885741-the-purity-of-vengeance,4.04,The Purity Of Vengeance
3940,/book/show/18886094-winter-of-the-world,4.32,Winter Of The World
3941,/book/show/18886742-story-physics,3.93,Story Physics
3942,/book/show/18886743-writing-the-fiction-series,3.78,Writing The Fiction Series
3943,/book/show/18886975-cibola-burn,4.14,Cibola Burn
3944,/book/show/18886980-garrison-s-creed,4.3,Garrison S Creed
3945,/book/show/18887090-on-writing-romance,4.01,On Writing Romance
3946,/book/show/18888391-law-man,4.32,Law Man
3947,/book/show/18888891-the-registry,3.24,The Registry
3948,/book/show/18890878-masters-of-war,4.11,Masters Of War
3949,/book/show/18892134-the-son,4.1,The Son
3950,/book/show/18892434-fifty-to-one,3.81,Fifty To One
3951,/book/show/18893183-a-gordian-web,4.14,A Gordian Web
3952,/book/show/18893201-flashman-and-the-knights-of-the-sky,3.36,Flashman And The Knights Of The Sky
3953,/book/show/18893710-mine,4.29,Mine
3954,/book/show/18894233-the-girl-in-the-ice,3.99,The Girl In The Ice
3955,/book/show/18894749-tantric-orgasm-for-women,4.04,Tantric Orgasm For Women
3956,/book/show/18894789-the-philip-k-dick-megapack,4.12,The Philip K Dick Megapack
3957,/book/show/18895262-gracie-s-inheritance,3.95,Gracie S Inheritance
3958,/book/show/18895639-aunt-crete-s-emancipation-beggarman,4.33,Aunt Crete S Emancipation Beggarman
3959,/book/show/18895649-fatal-flaw,4.43,Fatal Flaw
3960,/book/show/18895651-the-art-of-freelance-blogging,3.46,The Art Of Freelance Blogging
3961,/book/show/18895985-netherby-halls,3.66,Netherby Halls
3962,/book/show/18896874-cress,4.45,Cress
3963,/book/show/18897103-hatchet-job,3.64,Hatchet Job
3964,/book/show/18898140-a-million-steps,3.9,A Million Steps
3965,/book/show/18898646-missing-petals-of-a-beautiful-flower,0.0,Missing Petals Of A Beautiful Flower
3966,/book/show/18899352-the-sas-self-defense-handbook,3.81,The Sas Self Defense Handbook
3967,/book/show/18900367-beyond-sanctuary,3.9,Beyond Sanctuary
3968,/book/show/18900458-beyond-wizardwall,4.03,Beyond Wizardwall
3969,/book/show/18901352-mockingjay,4.03,Mockingjay
3970,/book/show/18902634-the-goldfinch,3.9,The Goldfinch
3971,/book/show/18903308-powder-burn,3.59,Powder Burn
3972,/book/show/18906087-my-last-cry,4.47,My Last Cry
3973,/book/show/18906094-when-things-go-wrong,4.45,When Things Go Wrong
3974,/book/show/18906132-writing-the-breakout-novel,4.07,Writing The Breakout Novel
3975,/book/show/18906167-sempre,4.18,Sempre
3976,/book/show/18906484-the-husband-s-secret-free-preview,4.01,The Husband S Secret Free Preview
3977,/book/show/18907171-the-negative-trait-thesaurus,4.58,The Negative Trait Thesaurus
3978,/book/show/18907297-techniques-of-the-selling-writer,4.31,Techniques Of The Selling Writer
3979,/book/show/18907435-ulysses,3.74,Ulysses
3980,/book/show/18907836-vivaldi-in-the-dark,4.17,Vivaldi In The Dark
3981,/book/show/18907986-i-don-t-want-to-go-to-school,3.92,I Don T Want To Go To School
3982,/book/show/18908001-guns-of-brixton,3.54,Guns Of Brixton
3983,/book/show/18908303-on-the-trail-of-genghis-khan,4.09,On The Trail Of Genghis Khan
3984,/book/show/18908528-the-sleeping-beauty-trilogy,3.98,The Sleeping Beauty Trilogy
3985,/book/show/18908692-christmas-madness-mayhem-and-mall-santas,4.0,Christmas Madness Mayhem And Mall Santas
3986,/book/show/18911512-across-the-mekong-river,3.96,Across The Mekong River
3987,/book/show/18912493-my-deja-vu-lover,4.83,My Deja Vu Lover
3988,/book/show/18912706-an-unquiet-american,3.7,An Unquiet American
3989,/book/show/18914012-the-cuckoo-s-egg,4.2,The Cuckoo S Egg
3990,/book/show/18914301-cooper-s-gift,4.24,Cooper S Gift
3991,/book/show/18914433-positioning,4.03,Positioning
3992,/book/show/18914943-tales-from-the-rifle-brigade,4.44,Tales From The Rifle Brigade
3993,/book/show/18915121-broken,4.26,Broken
3994,/book/show/18916280-trust-in-me,3.56,Trust In Me
3995,/book/show/18917900-demonology,3.98,Demonology
3996,/book/show/18919326-viva-la-madness,3.99,Viva La Madness
3997,/book/show/18920603-createspace-and-kindle-self-publishing-masterclass---second-edition,4.14,Createspace And Kindle Self Publishing Masterclass   Second Edition
3998,/book/show/18921257-let-s-get-visible,4.26,Let S Get Visible
3999,/book/show/18921350-bitter-memoriess,3.89,Bitter Memoriess
4000,/book/show/18921474-jack,3.63,Jack
4001,/book/show/18921809-inky,3.95,Inky
4002,/book/show/18922063-switch-on-your-brain,3.93,Switch On Your Brain
4003,/book/show/18922419-thomas-paine,4.29,Thomas Paine
4004,/book/show/18923666-falling-for-a-cowboy,4.37,Falling For A Cowboy
4005,/book/show/18925116-beautiful-beginning,4.23,Beautiful Beginning
4006,/book/show/18926052-hero-of-rome,4.095,Hero Of Rome
4007,/book/show/18927396-doctor-who,4.55,Doctor Who
4008,/book/show/18929233-the-haunting-season,3.53,The Haunting Season
4009,/book/show/18931000-warleggan,4.29,Warleggan
4010,/book/show/18933765-the-black-echo,4.09,The Black Echo
4011,/book/show/18935154-the-warren-witches,4.12,The Warren Witches
4012,/book/show/18936845-retire-young-retire-rich,4.05,Retire Young Retire Rich
4013,/book/show/18938091-minecraft,4.47,Minecraft
4014,/book/show/18938098-loot,3.97,Loot
4015,/book/show/18938240-reliquary,4.01,Reliquary
4016,/book/show/18938549-meditation-to-awaken-your-kundalini-and-divine-life-force,3.21,Meditation To Awaken Your Kundalini And Divine Life Force
4017,/book/show/18939130-hacker,4.08,Hacker
4018,/book/show/18940856-the-clearing,3.9,The Clearing
4019,/book/show/18942961-the-complete-liveship-traders-trilogy,4.5,The Complete Liveship Traders Trilogy
4020,/book/show/18943157-big-as-all-hell-and-half-of-texas,3.81,Big As All Hell And Half Of Texas
4021,/book/show/18944120-roar,3.73,Roar
4022,/book/show/18944869-the-two-chambers,4.2,The Two Chambers
4023,/book/show/18945159-the-girl-without-a-voice,4.215,The Girl Without A Voice
4024,/book/show/18945425-love-s-journey-home,4.8,Love S Journey Home
4025,/book/show/18947074-pride-and-pleasure,3.75,Pride And Pleasure
4026,/book/show/18947303-traitor-s-blade,4.07,Traitor S Blade
4027,/book/show/18947900-a-field-guide-to-lucid-dreaming,3.92,A Field Guide To Lucid Dreaming
4028,/book/show/18949650-the-bone-clocks,3.83,The Bone Clocks
4029,/book/show/18949767-beautiful-player,4.36,Beautiful Player
4030,/book/show/18949769-the-worst-witch,3.95,The Worst Witch
4031,/book/show/18949772-beautiful-bombshell,4.05,Beautiful Bombshell
4032,/book/show/18950065-shogun,4.38,Shogun
4033,/book/show/18950537-the-pusher,3.89,The Pusher
4034,/book/show/18951090-soul-keeping,4.35,Soul Keeping
4035,/book/show/18952402-yoga-for-beginners,5.0,Yoga For Beginners
4036,/book/show/18952405-blackfin-sky,3.81,Blackfin Sky
4037,/book/show/18953018-loving-someone-with-borderline-personality-disorder,4.13,Loving Someone With Borderline Personality Disorder
4038,/book/show/18954382-wrong-city,4.0,Wrong City
4039,/book/show/18955325-highland-master,4.15,Highland Master
4040,/book/show/18955593-the-everything-candida-diet-book,3.79,The Everything Candida Diet Book
4041,/book/show/18958083-sisters-of-sinai,4.0,Sisters Of Sinai
4042,/book/show/18958115-the-virgin-s-promise,4.35,The Virgin S Promise
4043,/book/show/18959979-the-abduction-of-kelsey,3.23,The Abduction Of Kelsey
4044,/book/show/18960441-shakespeare,3.79,Shakespeare
4045,/book/show/18961352-mysterious-ways,4.67,Mysterious Ways
4046,/book/show/18962985-the-fish-the-fighters-and-the-song-girl,4.67,The Fish The Fighters And The Song Girl
4047,/book/show/18966582-10-akatsuki-no-yona-10,4.56,10 Akatsuki No Yona 10
4048,/book/show/18966806-morning-star,4.490000000000001,Morning Star
4049,/book/show/18966819-golden-son,4.45,Golden Son
4050,/book/show/18968694-find-virgil,3.98,Find Virgil
4051,/book/show/18968751-the-conformity,3.72,The Conformity
4052,/book/show/18977632-revenge-of-the-middle-aged-woman,3.3,Revenge Of The Middle Aged Woman
4053,/book/show/18985976-the-calling,4.02,The Calling
4054,/book/show/18986564-the-deep-blue-goodbye,3.91,The Deep Blue Goodbye
4055,/book/show/18989442-woman-on-the-run,3.97,Woman On The Run
4056,/book/show/18994002-elements-of-style,4.2,Elements Of Style
4057,/book/show/18997790-the-end-of-materialism,3.86,The End Of Materialism
4058,/book/show/18998246-beautiful-bitch,3.93,Beautiful Bitch
4059,/book/show/19006207-phantasmen,3.72,Phantasmen
4060,/book/show/19006544-the-list,3.93,The List
4061,/book/show/19010806-hellbent,4.19,Hellbent
4062,/book/show/19011323-his-darker-eye,4.4,His Darker Eye
4063,/book/show/19011932-warlord,4.25,Warlord
4064,/book/show/19015827-scriptshadow-secrets,4.19,Scriptshadow Secrets
4065,/book/show/19019626-the-egyptian-king,5.0,The Egyptian King
4066,/book/show/19023107-another-0,3.92,Another 0
4067,/book/show/19023579-katrina-s-recovery-from-mysterious-disease,3.45,Katrina S Recovery From Mysterious Disease
4068,/book/show/19030845-batman,4.21,Batman
4069,/book/show/19030948-the-way-of-peace,4.12,The Way Of Peace
4070,/book/show/19032994-disruption,4.2,Disruption
4071,/book/show/19033146-tantric-sex-for-men,4.05,Tantric Sex For Men
4072,/book/show/19034089-intricate-deceptions,3.93,Intricate Deceptions
4073,/book/show/19035609-corruption,4.24,Corruption
4074,/book/show/19036630-list-builder-magic,4.33,List Builder Magic
4075,/book/show/19037409-silence,3.95,Silence
4076,/book/show/19038295-the-sorcery-code,3.52,The Sorcery Code
4077,/book/show/19039373-the-christmas-spirit,4.37,The Christmas Spirit
4078,/book/show/19042827-chasing-the-dead,4.17,Chasing The Dead
4079,/book/show/19050089-forbidden,3.63,Forbidden
4080,/book/show/19050283-the-obsidian-dagger,3.43,The Obsidian Dagger
4081,/book/show/19051438-parallel-attraction,3.56,Parallel Attraction
4082,/book/show/19052274-who-ate-my-cheese,3.56,Who Ate My Cheese
4083,/book/show/19054212-running-barefoot,4.31,Running Barefoot
4084,/book/show/19054415-survival,4.38,Survival
4085,/book/show/19060562-contagious,3.92,Contagious
4086,/book/show/19064121-quinn-checks-in,3.75,Quinn Checks In
4087,/book/show/19066277-a-little-mysterious,4.53,A Little Mysterious
4088,/book/show/19068686-hospital-sketches,3.64,Hospital Sketches
4089,/book/show/19070091-what-jane-austen-ate-and-charles-dickens-knew,3.85,What Jane Austen Ate And Charles Dickens Knew
4090,/book/show/19072205-the-minotaur-riddle,5.0,The Minotaur Riddle
4091,/book/show/19075922-hms-surprise-aubrey-maturin-series-book-3,4.42,Hms Surprise Aubrey Maturin Series Book 3
4092,/book/show/19076545-duskin,4.03,Duskin
4093,/book/show/19077582-comedy-writing-4-life,4.25,Comedy Writing 4 Life
4094,/book/show/19080006-play,4.31,Play
4095,/book/show/19080437-sprinkles-on-top,4.27,Sprinkles On Top
4096,/book/show/19081402-consequences,4.65,Consequences
4097,/book/show/19081403-beginnings,4.6,Beginnings
4098,/book/show/19082071-against-the-cage,3.78,Against The Cage
4099,/book/show/19082453-bad-decisions,3.6,Bad Decisions
4100,/book/show/19084637-allie-s-choice,5.0,Allie S Choice
4101,/book/show/19085432-infidel,4.21,Infidel
4102,/book/show/19085940-garfield-chews-the-fat,4.27,Garfield Chews The Fat
4103,/book/show/19086878-awakening,3.94,Awakening
4104,/book/show/19089303-the-boxer,4.71,The Boxer
4105,/book/show/19090543-a-life-to-waste,3.79,A Life To Waste
4106,/book/show/19092632-the-desert-night,3.33,The Desert Night
4107,/book/show/19093998-high,4.06,High
4108,/book/show/19094875-the-witches-of-eileanan-4,4.16,The Witches Of Eileanan 4
4109,/book/show/19094876-dragonclaw,4.0,Dragonclaw
4110,/book/show/19094877-the-witches-of-eileanan-2,4.15,The Witches Of Eileanan 2
4111,/book/show/19094879-the-witches-of-eileanan-5,4.25,The Witches Of Eileanan 5
4112,/book/show/19094881-the-witches-of-eileanan-6,4.28,The Witches Of Eileanan 6
4113,/book/show/19095010-the-initiation-of-pb-500,3.56,The Initiation Of Pb 500
4114,/book/show/19095492-mastering-the-model-shoot,4.17,Mastering The Model Shoot
4115,/book/show/19096551-this-man,4.12,This Man
4116,/book/show/19098416-paydown,3.66,Paydown
4117,/book/show/19101202-spook-50,3.5,Spook 50
4118,/book/show/19101977-the-space-beyond,4.38,The Space Beyond
4119,/book/show/19103097-the-magician-s-land,4.16,The Magician S Land
4120,/book/show/19104786-the-rise-fall-of-great-powers,3.65,The Rise Fall Of Great Powers
4121,/book/show/19105559-on-becoming-a-person,4.12,On Becoming A Person
4122,/book/show/19105586-full-steam-ahead,3.62,Full Steam Ahead
4123,/book/show/19107295-deadline,4.21,Deadline
4124,/book/show/19110264-my-soul-to-take,3.75,My Soul To Take
4125,/book/show/19114724-secrets-and-lies,4.0,Secrets And Lies
4126,/book/show/19119023-asimetrik-savas,5.0,Asimetrik Savas
4127,/book/show/19120109-an-unpublished-manuscript-on-purgatory,4.8,An Unpublished Manuscript On Purgatory
4128,/book/show/19121327-anabel-unraveled,3.83,Anabel Unraveled
4129,/book/show/19121625-the-long-hard-road-out-of-hell,3.89,The Long Hard Road Out Of Hell
4130,/book/show/19122754-the-book-tourist,5.0,The Book Tourist
4131,/book/show/19129754-random-thoughts,4.0,Random Thoughts
4132,/book/show/19132895-daddy-morebucks,3.41,Daddy Morebucks
4133,/book/show/19134941-all-the-things-i-never-said,3.57,All The Things I Never Said
4134,/book/show/19139481-lonely-planet-mongolia,3.81,Lonely Planet Mongolia
4135,/book/show/19144159-dark-reign,4.03,Dark Reign
4136,/book/show/19145113-the-trilogy,4.04,The Trilogy
4137,/book/show/19150948-blind-descent,4.01,Blind Descent
4138,/book/show/19153054-neap-tide-other-stories,4.0,Neap Tide Other Stories
4139,/book/show/19161807-measured-doses,3.43,Measured Doses
4140,/book/show/19161852-the-fifth-season,4.32,The Fifth Season
4141,/book/show/19161884-bad-boy,3.74,Bad Boy
4142,/book/show/19161888-pop-1280,4.08,Pop 1280
4143,/book/show/19161905-the-getaway,3.94,The Getaway
4144,/book/show/19161914-the-grifters,3.98,The Grifters
4145,/book/show/19162709-the-lost-island,3.71,The Lost Island
4146,/book/show/19164892-a-cold-dark-place,3.71,A Cold Dark Place
4147,/book/show/19166457-conversations-with-carlin,4.25,Conversations With Carlin
4148,/book/show/19166839-the-potter-s-hand,3.2,The Potter S Hand
4149,/book/show/19166854-present-at-a-hanging-and-other-ghost-stories,3.59,Present At A Hanging And Other Ghost Stories
4150,/book/show/19167960-interlude-with-tattoos,4.18,Interlude With Tattoos
4151,/book/show/19169739-stolen-course,4.25,Stolen Course
4152,/book/show/19171195-the-museum-of-literary-souls,4.14,The Museum Of Literary Souls
4153,/book/show/19171841-i-m-a-woman-i-m-on-sale,4.0,I M A Woman I M On Sale
4154,/book/show/19172164-beneath-this-man,4.3,Beneath This Man
4155,/book/show/19172458-absolution,3.77,Absolution
4156,/book/show/19173266-write-publish-repeat,4.3,Write Publish Repeat
4157,/book/show/19174146-the-diversity-illusion,4.04,The Diversity Illusion
4158,/book/show/19176390-entrepreneur-revolution,4.04,Entrepreneur Revolution
4159,/book/show/19178154-this-man-confessed,4.41,This Man Confessed
4160,/book/show/19178772-77-ways-to-find-new-readers-for-your-self-published-book,4.14,77 Ways To Find New Readers For Your Self Published Book
4161,/book/show/19182373-the-dark-collector,3.89,The Dark Collector
4162,/book/show/19184001-1001-questions-to-ask-before-you-get-married,3.87,1001 Questions To Ask Before You Get Married
4163,/book/show/19189272-the-king-in-the-north,3.67,The King In The North
4164,/book/show/19190684-the-crowd,3.88,The Crowd
4165,/book/show/19191033-nietzsche,4.2,Nietzsche
4166,/book/show/19192255-seducing-professor-coyle,3.66,Seducing Professor Coyle
4167,/book/show/19192548-the-great-theft,4.24,The Great Theft
4168,/book/show/19192899-bex-carter-1,4.33,Bex Carter 1
4169,/book/show/19193720-why-i-believe-the-king-james-bible-is-the-word-of-god,4.56,Why I Believe The King James Bible Is The Word Of God
4170,/book/show/19198918-the-citadel,3.4,The Citadel
4171,/book/show/19202162-wolf-scent,3.47,Wolf Scent
4172,/book/show/19202204-ernest-hemingway-on-writing,4.05,Ernest Hemingway On Writing
4173,/book/show/19202232-the-dragon-gem,4.08,The Dragon Gem
4174,/book/show/19204603-euchre-explained,3.56,Euchre Explained
4175,/book/show/19207455-bootcamp-for-novelists-beyond-the-first-draft,4.3,Bootcamp For Novelists Beyond The First Draft
4176,/book/show/19208391-garfield,4.3,Garfield
4177,/book/show/19209707-his-delectable-cook,3.62,His Delectable Cook
4178,/book/show/19217890-the-food-traveler-s-handbook,3.73,The Food Traveler S Handbook
4179,/book/show/19219104-murdered,3.57,Murdered
4180,/book/show/19219755-jane-austen,3.99,Jane Austen
4181,/book/show/19220780-violence,4.29,Violence
4182,/book/show/19222627-on-radji-beach,4.03,On Radji Beach
4183,/book/show/19224540-wing,4.32,Wing
4184,/book/show/19224735-celtic-myth-magick,3.85,Celtic Myth Magick
4185,/book/show/19231295-machine-learning-with-r,4.22,Machine Learning With R
4186,/book/show/19234383-the-safety-of-objects,3.81,The Safety Of Objects
4187,/book/show/19236726-what-ever-happened-to-baby-jane,3.94,What Ever Happened To Baby Jane
4188,/book/show/19236847-tales-of-the-punjab,3.59,Tales Of The Punjab
4189,/book/show/19239184-selena-kitt-romance-box-set,4.33,Selena Kitt Romance Box Set
4190,/book/show/19241489-detach-and-survive,4.24,Detach And Survive
4191,/book/show/19241689-the-husband-s-secret,3.93,The Husband S Secret
4192,/book/show/19242804-peril-for-your-thoughts,3.64,Peril For Your Thoughts
4193,/book/show/19245811-famous-in-love,3.65,Famous In Love
4194,/book/show/19246471-clothes-clothes-clothes-music-music-music-boys-boys-boys,4.23,Clothes Clothes Clothes Music Music Music Boys Boys Boys
4195,/book/show/19247148-cybersecurity-and-cyberwar,3.83,Cybersecurity And Cyberwar
4196,/book/show/19249441-dear-love,3.0,Dear Love
4197,/book/show/19253834-sunbolt,4.22,Sunbolt
4198,/book/show/19255006-grey-s-hidden-fire,3.77,Grey S Hidden Fire
4199,/book/show/19256975-journey-under-the-midnight-sun,4.31,Journey Under The Midnight Sun
4200,/book/show/19264563-sixty-five-stirrup-iron-road,3.67,Sixty Five Stirrup Iron Road
4201,/book/show/19272247-anne-williams---with-hope-in-her-heart,4.51,Anne Williams   With Hope In Her Heart
4202,/book/show/19272427-learning-at-home,4.75,Learning At Home
4203,/book/show/19272664-old-man-s-war,4.24,Old Man S War
4204,/book/show/19275182-angels-insects,3.65,Angels Insects
4205,/book/show/19275754-off-the-kuf-volume-2,4.4,Off The Kuf Volume 2
4206,/book/show/19278829-emblazed,4.39,Emblazed
4207,/book/show/19281113-eight-til-christmas,4.6,Eight Til Christmas
4208,/book/show/19281200-imperial-bedrooms,3.15,Imperial Bedrooms
4209,/book/show/19286541-gentlemen-prefer-curves,4.08,Gentlemen Prefer Curves
4210,/book/show/19286673-loop,3.74,Loop
4211,/book/show/19288043-gone-girl,4.0600000000000005,Gone Girl
4212,/book/show/19288239-colorless-tsukuru-tazaki-and-his-years-of-pilgrimage,3.84,Colorless Tsukuru Tazaki And His Years Of Pilgrimage
4213,/book/show/19288321-fool-s-assassin,4.36,Fool S Assassin
4214,/book/show/19301797-the-truth-about-the-harry-quebert-affair,4.01,The Truth About The Harry Quebert Affair
4215,/book/show/19302498-out-for-justice,4.26,Out For Justice
4216,/book/show/19303490-in-the-beginning,4.06,In The Beginning
4217,/book/show/19307417-a-bundle-of-flirts-15-romantic-short-stories-from-the-flirts-collectio,4.22,A Bundle Of Flirts 15 Romantic Short Stories From The Flirts Collectio
4218,/book/show/19308425-a-stolen-life,3.9,A Stolen Life
4219,/book/show/19317575-paranormal-intruder,3.85,Paranormal Intruder
4220,/book/show/19321261-luz,4.03,Luz
4221,/book/show/19323273-the-road-to-nyn,4.24,The Road To Nyn
4222,/book/show/19325752-beyond-the-veil,4.06,Beyond The Veil
4223,/book/show/19327654-thrall-of-the-space-queen,3.25,Thrall Of The Space Queen
4224,/book/show/19337143-the-winter-we-danced,4.35,The Winter We Danced
4225,/book/show/19342238-hello-lesbian,5.0,Hello Lesbian
4226,/book/show/19346451-the-revenge-of-seven,4.28,The Revenge Of Seven
4227,/book/show/19350065-the-starbirth-assignment,4.19,The Starbirth Assignment
4228,/book/show/19350791-silky-milky,3.49,Silky Milky
4229,/book/show/19351833-kiterunner-w-myreadinglab,4.28,Kiterunner W Myreadinglab
4230,/book/show/19358746-writer-s-market,4.15,Writer S Market
4231,/book/show/19359177-coven,3.93,Coven
4232,/book/show/19359213-deep-secrets,4.0,Deep Secrets
4233,/book/show/19361260-small-doses-of-the-future,3.39,Small Doses Of The Future
4234,/book/show/19364709-5,4.3,5
4235,/book/show/19367070-illusions-of-fate,3.85,Illusions Of Fate
4236,/book/show/19367631-the-blue-castle,4.24,The Blue Castle
4237,/book/show/19368029-your-book-starts-here,4.35,Your Book Starts Here
4238,/book/show/19374183-wyatt-s-hurricane-bahama-crisis,4.14,Wyatt S Hurricane Bahama Crisis
4239,/book/show/19374431-kiss-her-goodbye,3.54,Kiss Her Goodbye
4240,/book/show/19374703-pregnancy-fitness-guide-book-for-expectant-moms,3.25,Pregnancy Fitness Guide Book For Expectant Moms
4241,/book/show/19383934-brewer,4.03,Brewer
4242,/book/show/19384450-the-boy-in-the-striped-pyjamas,4.12,The Boy In The Striped Pyjamas
4243,/book/show/19385596-faster-hotter,4.09,Faster Hotter
4244,/book/show/19388821-the-americano,4.31,The Americano
4245,/book/show/19388918-omega-force-series-omnibus,4.09,Omega Force Series Omnibus
4246,/book/show/19390102-after-the-rain,4.12,After The Rain
4247,/book/show/19390926-point-of-retreat,4.29,Point Of Retreat
4248,/book/show/19392885-state-of-grace,3.96,State Of Grace
4249,/book/show/19394114-four-shades-of-recovery---book-4,4.67,Four Shades Of Recovery   Book 4
4250,/book/show/19397217-the-psychology-of-twilight,4.48,The Psychology Of Twilight
4251,/book/show/19398826-wolf-eye-sly,4.55,Wolf Eye Sly
4252,/book/show/19405954-50-things-every-young-gentleman-should-know-revised-and-upated,3.94,50 Things Every Young Gentleman Should Know Revised And Upated
4253,/book/show/19413529-seeing-red,3.88,Seeing Red
4254,/book/show/19413561-dreams-of-a-final-theory,4.03,Dreams Of A Final Theory
4255,/book/show/19417217-a-shiver-of-light,3.75,A Shiver Of Light
4256,/book/show/19432036-silver-shadows,4.36,Silver Shadows
4257,/book/show/19432532-twelve-years-a-slave,4.18,Twelve Years A Slave
4258,/book/show/19432805-unsouled,4.23,Unsouled
4259,/book/show/19434017-eats-shoots-and-leaves,3.91,Eats Shoots And Leaves
4260,/book/show/19434050-the-zombie-the-cat-and-barack-obama,3.59,The Zombie The Cat And Barack Obama
4261,/book/show/19437184-mythed-connections,4.13,Mythed Connections
4262,/book/show/19437597-the-invention-of-wings,4.23,The Invention Of Wings
4263,/book/show/19437999-the-untethered-soul,4.27,The Untethered Soul
4264,/book/show/19438680-orphan-train,4.16,Orphan Train
4265,/book/show/19440693-rebel-bride,3.48,Rebel Bride
4266,/book/show/19440705-how-to-build-a-solar-panel-and-solar-power-system-second-edition,3.2,How To Build A Solar Panel And Solar Power System Second Edition
4267,/book/show/19442760-portrait-of-jennie,4.04,Portrait Of Jennie
